91027,Athis-Mons,20716.9
91035,Authon-la-Plaine,22580.3
91037,Auvernaux,24700
91038,Auvers-Saint-Georges,27000
91041,Avrainville,27130
91044,Ballainvilliers,27718
91045,Ballancourt-sur-Essonne,23637.3
91047,Baulne,24939.5
91064,Bièvres,32530.7
91067,Blandy,22635.2
91069,Boigneville,21920.8
91075,Bois-Herpin,
91079,Boissy-la-Rivière,27424
91080,Boissy-le-Cutté,23868.7
91081,Boissy-le-Sec,25900.4
91085,Boissy-sous-Saint-Yon,25033
91086,Bondoufle,25848.1
91093,Boullay-les-Troux,34536
91095,Bouray-sur-Juine,26025.2
91097,Boussy-Saint-Antoine,22998
91098,Boutervilliers,24892.9
91099,Boutigny-sur-Essonne,24564.8
91100,Bouville,24713.3
91103,Brétigny-sur-Orge,21789.3
91105,Breuillet,24381.5
91106,Breux-Jouy,25578.4
91109,Brières-les-Scellés,23998
91111,Briis-sous-Forges,27378.3
91112,Brouy,26976.8
91114,Brunoy,24812.2
91115,Bruyères-le-Châtel,26290.7
91121,Buno-Bonnevaux,23680.4
91122,Bures-sur-Yvette,32058.5
91129,Cerny,25453.8
91130,Chalo-Saint-Mars,24983.5
91131,Chalou-Moulineux,23524
